LAKENAME,Year,NTL,PTL,Tot_Sdep,OmWs,AgKffactWs,Depth
Tunnel Reservoir,2012,3.589837943,2.945960704,0.394434524,0.257678575,0,-0.236572006
KNOLL LAKE,2012,2.404833717,1.079181246,0.417133927,0.039598077,0,0.553883027
LAKE OF THE WOODS,2012,2.881384657,1.903089987,0.420055068,0.256765224,0.000308952,0.029963223
Nicasio Reservoir,2012,2.689308859,1.419955748,0.418514311,0.380669886,0.000100795,0.688775655
Lake Henshaw,2012,3.14332713,1.396199347,0.295128811,0.379308811,4.16688E-05,-0.026872146
French Meadows Reservoir,2012,2.509202522,0.707570176,0.459410183,0.590509488,0,0.978346548
June Lake,2012,2.639486489,0.770852012,0.239418169,0.387811267,0,1.098194909
Lake Greenhaven,2012,2.741939078,2.838219222,0.312594318,0.463892989,0,0.213074825
Ramer Lake,2012,3.583312152,2.772321707,0.136023677,0.096910013,0.000937064,0.079181246
Lake Alpine,2012,2.176091259,1.049218023,0.383828836,0.503811208,0,0.547774705
Kerckhoff Lake,2012,2.195899652,0.763427994,0.319472479,0.362061602,0,0.814996308
Lake Combie,2012,1.814913181,0.913813852,0.435603149,0.33435933,0,0.322219295
Lake Mildred,2012,2.225309282,0.929418926,0.41966215,0.275568858,0,0.414973348
Castle Lake,2012,1.803457116,1.803457116,0.291063048,0.294958365,0,1.146128036
New Melones Lake,2012,2.06069784,0.707570176,0.33974067,0.400105244,5.86129E-05,1.144520528
Lake Success,2012,2.525044807,1.123851641,0.31560314,0.233202195,0.000127141,0.8162413
Scotts Lake,2012,2.164352856,1.029383778,0.374866522,0.309630167,0,0.402261382
Plaskett Meadows Lake,2012,2.532754379,1.484299839,0.293689603,0.247973266,0,0.079181246
Rainbow Lake,2012,2.139879086,1.100370545,0.411431638,0.242835167,0,0.553883027
Caples Lake,2012,1.897627091,0.819543936,0.377148095,0.433445388,0,0.87666679
Pine Lake,2012,2.523746467,1.06069784,0.342841676,0.204451568,0,-0.488116639
Unnamed,2012,2.891537458,1.540329475,0.259983635,0.220108088,0,0.182478058
Unnamed,2012,2.531478917,1.444044796,0.387665095,0.214843848,0,0.553883027
Los Alamitos Percolation Ponds,2012,2.632457292,1.539076099,0.316765615,0.167317335,0,0.079181246
Smoke Creek Reservoir,2012,2.451786436,2.222716471,0.147029708,0.316462301,0.000233149,0.029963223
Spring Valley Lake,2012,2.64738297,1.73239376,0.185355262,0.060671866,0,0.012234456
Lake Yosemite,2012,1.850033258,0.707570176,0.179452288,0.283301229,7.83352E-06,0.48823726
Eureka Lake,2012,2.212187604,0.707570176,0.395781417,0.593286067,0,0.480326395
Kelly Lake,2012,2.053078443,0.707570176,0.495482157,0.480006943,0,0.553883027
Orange County Water District Percolation Basin,2012,3.376759395,2.638489257,0.288532817,0.30345368,2.0751E-05,1.061423479
Dixon Lake,2012,2.424881637,1.198657087,0.269027802,0.195856865,0.000456719,0.779596491
Unnamed,2012,0,0,0.337445089,0.206643999,0.009470613,0
Folsom Lake,2012,2.10720997,0.707570176,0.407259579,0.39526226,7.14437E-07,1.09832319
Ogier Pond,2012,2.505149978,1.609594409,0.280815958,0.183565273,0.022622873,0.404406051
Upper San Leandro Reservoir,2012,2.773786445,1.424881637,0.510974404,0.428905186,0,1.098194909
Unnamed,2012,3.120902818,2.093421685,0.249869118,0.264402978,0.017358405,-0.22184875
Frog Lake,2012,2.184691431,0.707570176,0.40371097,0.480006943,0,0.65880608
Shasta Lake,2012,1.857935265,0.819543936,0.218837515,0.371886949,0.00745895,1.269579651
Indian Tom Lake,2012,3.416806872,1.489958479,0.143396469,0.602771387,0.014174927,-0.425968732
Three Lakes,2012,2.245512668,0.968482949,0.485824442,0.40654018,0,0.817069316
Lake Mary,2012,1.831229694,0.707570176,0.345855802,0.496700459,0,1.049683089
ALPINE LAKE,2012,2.243038049,1.505149978,0.483661873,0.392828207,0,1.022050141
BOCA RESERVOIR,2012,2.149219113,1.612783857,0.348085132,0.43414247,0,0.87666679
LAKE MCCLURE,2012,2.086359831,1.230448921,0.285404171,0.297015745,7.68458E-07,1.250993707
CRYSTAL LAKE,2012,1.838849091,0.84509804,0.36640091,0.324282455,0,0.22184875
DOMINGO LAKE,2012,2.469822016,1.531478917,0.318389559,0.324282455,0,0.408663874
LITTLE VIRGINIA LAKE,2012,2.178976947,1.176091259,0.278882706,0.505106425,0,-0.236572006
WILLOW LAKE,2012,2.462397998,1.77815125,0.360091902,0.324282455,0,0.745966567
BLUE LAKE,2012,2.450249108,1.041392685,0.362913158,0.488550717,0,0.408663874
VIRGINIA LAKE,2012,1.875061263,1.079181246,0.278882706,0.506885923,0,0
Neegronda Reservoir,2012,3.485579477,1.886490725,0.215174364,0.112680214,0.027908232,-0.018483406
Big Battlement Lake,2012,2.133538908,1.477121255,0.345006527,0.132417539,0,0.720159303
Boyd Lake,2012,2.521138084,1.255272505,0.205155717,0.206999767,0.041342835,0.322219295
Lake Thomas,2012,3.792461731,2.639486489,0.200089456,0.201397124,0.098635022,0.420082754
Puett Reservoir,2012,3.033423755,2.06069784,0.337744511,0.24864823,0.001657223,0.260601339
Lonetree Reservoir,2012,2.372912003,1.204119983,0.202354055,0.216970785,0.050472465,0.45484486
Trout Lake,2012,2.021189299,1.230448921,0.451494601,0.200042984,0,0.831290695
Cripple Creek Number 2 Reservoir,2012,1.857332496,1.414973348,0.365966002,0.511726347,0,0.367976785
Meadow Creek Reservoir,2012,2.334453751,1.230448921,0.478372814,0.183109801,0,0.696407788
Waneka Reservoir,2012,2.916453949,1.643452676,0.230870244,0.206825876,0.006897919,0.243038049
Boulder Reservoir,2012,2.149219113,1.431363764,0.277362684,0.151073254,0.017332361,0.431363764
Youngs Creek Reservoir Number 1,2012,2.539076099,1.579783597,0.331305992,0.133538908,0,0.367976785
Hatcher Reservoir,2012,2.731588765,1.531478917,0.269267139,0.255627708,0.000486148,0.367976785
Chasm Lake,2012,2.600972896,0.77815125,0.400934803,0.278753601,0,1.06320822
Jumper Lake,2012,2.408239965,1.929418926,0.298198516,0.545045983,0,0.138302698
Hunters Glen Lake,2012,3.170555059,2.045322979,0.227868032,0.227886705,0.043384112,0.356547324
Evergreen Lakes,2012,1.792391689,1.079181246,0.240397955,0.489958479,0,0.439332694
Milevec Reservoir,2012,2.971739591,2.85308953,0.210629079,0.117271296,0.023123799,0.328379603
Muskrat Farm,2012,2.872156273,1.662757832,0.160615664,0.172724414,0.020871018,0.073107098
Willow Lakes,2012,2.269512944,1,0.309089885,0.278753601,0,0.37819595
Johnson Reservoir,2012,2.498310554,1.69019608,0.227164974,0.167317335,0,0.519656821
CITY RESERVOIR,2012,1.959041392,1.176091259,0.380231735,0.285756008,0,0.052529051
TRAPPERS LAKE,2012,2.068185862,1.568201724,0.347743556,0.123677973,0,1.288795539
BUTTON ROCK RESERVOIR,2012,2.075546961,1.322219295,0.419366611,0.172421848,1.51962E-05,0.980003372
SAND LAKE,2012,2.424881637,2.08278537,0.34586109,0.127104798,0,0.099076075
Bissonnette Pond,2012,2.336459734,1.301029996,0.614077668,0.665003339,0.001044474,-0.176091259
Morris Reservoir,2012,2.31386722,1.301029996,0.660605674,0.663045486,0.016974263,1.042969073
Roseland Lake,2012,2.916980047,1.69019608,0.604293612,0.613292688,0.01919018,0.330993219
Beardsley Pond,2012,2.883093359,1.84509804,0.663038936,0.611182396,0.021807191,0.412880358
Messerschmidt Pond,2012,2.389166084,1.278753601,0.64554527,0.578318559,0.00154415,0.251811973
Long Meadow Pond,2012,2.494154594,1.462397998,0.663469846,0.651978347,0.012092722,-0.045757491
Columbia Lake,2012,2.378397901,1.041392685,0.60142678,0.67681519,0.006967947,0.485090184
Wauregan Reservoir,2012,2.408239965,0.77815125,0.615181681,0.553650705,0.00059111,0.608914838
Halls Pond,2012,2.445604203,1.204119983,0.593386181,0.575187845,0.006885349,0.194976603
Noxontown Pond,2012,3.112939976,2.113943352,0.723760322,0.187520721,0.106619037,-0.26760624
Coursey Pond,2012,3.174931594,2.357934847,0.696626011,0.234224434,0.052169276,-0.488116639
Concord Pond,2012,2.965671971,1.913813852,0.710361102,0.291028985,0.032463813,-0.26760624
Records Pond,2012,3.4363217,2.26245109,0.719334193,0.301862725,0.038657302,-0.236572006
Portsville Millpond,2012,3.793790385,1.230448921,0.720578168,0.22742484,0.048162203,-0.096910013
Swiggetts Pond,2012,2.859738566,1.491361694,0.711222434,0.253349028,0.045809694,-0.455931956
Trussum Pond,2012,3.339650158,2.283301229,0.727374365,0.252803952,0.03874323,-0.425968732
Lake Okeechobee,2012,3.096910013,2.170261715,0.703738067,0.978289454,0.010492381,0.151731913
Lake Haines,2012,3.179551791,1.643452676,0.74490916,1.157191343,0.006120919,0.180522874
Lake Apopka,2012,3.677971753,2.123851641,0.732505888,0.59897056,0.004424327,-0.425968732
Lake Minnehaha,2012,2.914343157,1.414973348,0.773742345,0.146128036,0,0.480326395
Lake Griffin,2012,3.455453969,1.913813852,0.709946597,0.93191618,0.008527108,0.079181246
Horseshoe Lake,2012,2.716003344,1.672097858,0.749743897,0.142527574,0.000161899,0.02413368
Clearwater Lake,2012,2.737987326,1,0.770053225,0.146128036,0.015922069,0.410777233
Lake Talquin,2012,2.931966115,1.851258349,0.585709149,0.199041146,0.016161952,0.330993219
Lake Monroe,2012,3.152899596,1.892094603,0.735310583,0.898121168,0.007847421,-0.08795517
Lake Loralin,2012,2.694605199,1.380211242,0.726032029,0.146128036,0.029614332,0.012234456
Hungerford Lake,2012,2.881954971,1.322219295,0.793701699,0.128018942,0,0.478726781
Lake Annie,2012,2.416640507,0.903089987,0.716779995,0.332963761,0.001061395,0.718778398
Lake Hatchineha,2012,3.10720997,1.707570176,0.729007737,0.956820997,0.006196562,-0.070581074
Lake Hiawatha,2012,2.942008053,1.770852012,0.721289715,1.050127531,0.010349855,-0.22184875
Lake Trafford,2012,3.450403086,1.924279286,0.613602729,0.167911992,0.014151992,-0.560667306
Negro Lake,2012,2.507855872,1.447158031,0.667418023,0.48616995,0.001765366,-0.560667306
LAKE CHARLES,2012,3.033021445,1.69019608,0.686548953,0.968231828,0.001472725,-0.193820026
OCEAN POND,2012,2.775974331,1.556302501,0.66279333,0.470864169,1.3395E-06,0.01822482
Brierpatch Lake,2012,2.629409599,2.198657087,0.695742872,0.36361198,0,-0.522878745
McMath Millpond,2012,2.519827994,1.579783597,0.546386126,0.113984381,0.026482121,0.190331698
Allatoona Lake,2012,2.346352974,1.204119983,0.63642402,0.161685098,0.008007088,0.78055732
Blue Ridge Lake,2012,1.86923172,1.301029996,0.668288215,0.231761027,0.002599773,1.000566102
Lake Henry,2012,3.224014811,1.886490725,0.579874455,0.124270046,0.012088272,0.064457989
Miriatoto Lake,2012,2.51054501,1.51851394,0.619549514,0.10720997,0.005740571,0.276991755
Holloway Pond,2012,2.799340549,1.602059991,0.583504639,0.117271296,0.035278816,0
Sequoyah Lake,2012,2.079181246,1.176091259,0.697304854,0.240549248,0.001850305,0.65481804
Little Ocmulgee Lake,2012,3.059184618,1.568201724,0.551934635,0.156299695,0.013778151,-0.22184875
HAMMONDS LAKE,2012,2.365487985,1.462397998,0.622982391,0.10720997,0.005795719,0.325163675
Five Island Lake,2012,3.349277527,2.161368002,0.54076255,0.599883072,0.076135879,0.380211242
Welsh Lake,2012,3.255513713,2.835690571,0.578234185,0.408239965,0.053423633,-0.26760624
Banner Pits,2012,2.604226053,1.278753601,0.543253426,0.575983694,0.002037351,0.412880358
Hawthorn Lake,2012,2.84509804,1.361727836,0.631853225,0.267007069,0.075146879,0.485090184
North Twin Lake,2012,3.484442208,2.28780173,0.539849704,0.565829515,0.065311821,0.146128036
Badger Creek Lake,2012,3.104487111,2.383815366,0.527553212,0.424226935,0.107741006,0.22184875
Rice Lake,2012,3.675686709,2.693726949,0.510710693,0.556881408,0.039615551,0.029963223
Diamond Lake,2012,2.883093359,1.77815125,0.578234185,0.408258841,0.069914709,-0.22184875
Sun Valley Lake,2012,2.843232778,1.531478917,0.615301951,0.302253933,0.087874876,0.661181443
Storm Lake,2012,2.981818607,2.283301229,0.530520701,0.488321599,0.073350031,0.044670395
Lake Fisher,2012,2.935003151,1.707570176,0.597520385,0.31423462,0.104799402,0.485090184
Morse Lake,2012,3.380573003,2.382017043,0.529582125,0.408470288,0.041390248,-0.15490196
Union Grove Lake,2012,3.131939295,2.245512668,0.579723259,0.387444469,0.098639027,0.02413368
Briggs Woods Lake,2012,3.308564414,1.799340549,0.533454735,0.563459122,0.094236746,0.417056299
Lost Island Lake,2012,3.151982395,2.382017043,0.555404152,0.413990624,0.070141273,0.185636577
GREEN BELT,2012,2.79518459,1.672097858,0.601520594,0.525044807,0,0.319254816
LAKE MANATT,2012,3.351409752,2.320146286,0.584035933,0.525044807,0,-0.477121255
NINE EAGLES LAKE,2012,2.682145076,1.230448921,0.609640873,0.298802504,0.009003201,0.550228353
Lost Valley Reservoir,2012,2.149219113,1.755874856,0.397860355,0.36361198,0,0.322219295
Cave Lake,2012,2.294466226,1.556302501,0.331130914,0.383131489,0.00084764,0.42078062
Treasureton Reservoir,2012,3.214048679,2.170261715,0.354551875,0.429602708,0.021579378,0.205023822
Shepherd Lake,2012,2.680335513,1.477121255,0.275995607,0.187520721,0,0.780317312
Blacks Creek Reservoir,2012,2.95230801,2.584331224,0.353563884,0.25236456,0.000240964,0.440594262
Killarney Lake,2012,1.982271233,1.361727836,0.33623212,0.400135425,0,0.328670783
Lake Walcott,2012,2.36361198,1.62324929,0.356439897,0.268544139,0.026308968,0.905039928
Carey Lake,2012,2.980003372,1.653212514,0.221752075,0.281422573,0.006860778,0.169674434
Cedar Creek Reservoir,2012,2.668385917,1.929418926,0.266999443,0.46513597,0.002158516,0
Perkins Lake,2012,2.409933123,1.62324929,0.325275246,0.246074116,0,0.419601752
Otter Pond,2012,2.51851394,1.544068044,0.362171814,0.360385687,0.013474005,0.50356372
Lake San Souci,2012,2.176091259,1.819543936,0.312941711,0.247368521,7.87789E-05,0.41788669
Chesterfield Reservoir,2012,3.01745073,1.919078092,0.330749213,0.345750183,0.014822645,0.42036838
Sage Hen Reservoir,2012,2.100370545,1.568201724,0.487479168,0.255257675,3.08323E-05,0
McDonald Lake,2012,1.73239376,1.204119983,0.497499736,0.402634588,0,0
Shoofly Reservoir,2012,2.857935265,1.838849091,0.222410914,0.303196057,0,-0.089731428
Bull Trout Lake,2012,1.477121255,1.380211242,0.502268137,0.187520721,0,0.790285164
Lake Waha,2012,2.482873584,1.892094603,0.244741631,0.329225104,0.00227009,1.10047266
Thorn Creek Reservoir,2012,3.894592948,2.848804701,0.242100498,0.306201572,0,0.061452479
Bench Lake,2012,1.531478917,1,0.453313451,0.423245874,0,1.093820049
Kelso Lake,2012,3.186673867,2.075546961,0.286473605,0.197843362,0.000659946,0.890316205
Springfield Reservoir,2012,2.823474229,1.770852012,0.180206299,0.181938974,0.030650072,0.078456818
Upper Payette Lake,2012,2.017033339,1.255272505,0.40391962,0.294137519,0,1.087518512
Succor Creek Reservoir,2012,2.743509765,2.305351369,0.311852921,0.393300655,1.3795E-05,0.735769938
Mountain Home Reservoir,2012,2.673941999,1.973127854,0.294277237,0.250420002,0,0.310541594
Blue Creek Reservoir Number 1,2012,2.843232778,1.903089987,0.337833194,0.472756449,0,-0.024568191
Little Valley Reservoir,2012,3.136720567,2.245512668,0.428845691,0.285557309,0,-0.247183569
Blackwell Lake,2012,2.572871602,1.880813592,0.4661125,0.290034611,0.000192235,0.684171863
Blue Lake,2012,2.372912003,1.643452676,0.302567589,0.179299132,0.000295347,0.22444673
Hornet Reservoir,2012,2.021189299,1.62324929,0.415875417,0.36361198,0,0.447468131
Alice Lake,2012,1.716003344,1,0.552501752,0.423245874,0,0
Lower Goose Creek Reservoir,2012,2.463892989,2.130333768,0.276126345,0.358259855,0.001977414,0.359021943
Pettit Lake,2012,1.591064607,1.146128036,0.552501752,0.407981332,0,1.323384334
Dry Creek Reservoir,2012,3.245759356,2.440909082,0.334526123,0.324369293,0,-0.541362151
Upper Twin Lake,2012,2.146128036,1.73239376,0.432635192,0.29666519,0,0.274542692
Lily Lake,2012,2.895422546,1.681241237,0.443035137,0.274157849,0,-0.176091259
Sugar Creek Lake,2012,0,0,0.785427437,0.152288344,0.05546928,0
Lake Storey,2012,3.054613055,1.838849091,0.706523663,0.343843852,0.071827741,0.492915522
Lake Zurich,2012,2.864511081,1.255272505,0.718646192,0.613611695,0.002995916,0.606967326
Mill Creek Lake,2012,2.781036939,1.462397998,0.841747471,0.184413006,0.0989111,0.878266403
Long Lake,2012,3.075181855,1.799340549,0.724660507,0.817757894,0.035067977,0.550228353
Palmyra-Modesto City Lake,2012,2.848804701,1.662757832,0.778115319,0.305344986,0.099468988,0.657215256
Loda Sportsmans Lake,2012,2.716837723,1.397940009,0.774002478,0.495544338,0.079181246,0.22184875
East Fork Lake,2012,2.994317153,1.954242509,0.858370838,0.223279299,0.093605953,0.657215256
Unnamed,2012,3.130655349,1.84509804,0.729845628,0.196813636,0.053892764,0.029963223
Old Mans Lake,2012,2.542825427,1.146128036,0.731017697,0.25274298,0.042122403,0.817069316
Unnamed,2012,3.20709554,1.812913357,0.727720883,0.158163166,0.02090591,0.492915522
Big Bear Lake,2012,3.055760465,1.963787827,0.753344958,0.328379603,0,0.029963223
Lake Hillcrest,2012,3.078819183,2.041392685,0.761682002,0.170261715,0.02860077,0.485090184
Tampier Lake,2012,3.663418212,2.58546073,0.906828647,0.721810615,0.00226525,-0.425968732
WHOOPLE CAT LAKE,2012,2.418301291,1.342422681,0.748846891,0.170261715,0,0.273001272
TECUMSEH LAKE,2012,2.612783857,1.397940009,0.748846891,0.170261715,0,0.137173193
ONE HORSE GAP,2012,2.507855872,1.278753601,0.767375104,0.152288344,0,0.37819595
Round Lake,2012,2.755112266,1.322219295,0.765581691,0.53529412,0.085969639,0.9002933
Big Chapman Lake,2012,2.762678564,1.579783597,0.749583507,1.472179749,0.051050198,0.706258107
Skinner Lake,2012,3.115610512,1.819543936,0.757491871,1.014751996,0.096294196,0.606967326
Yellow Banks Lake,2012,2.793790385,1.612783857,0.892986272,0.152288344,0.020628513,0.492915522
Koontz Lake,2012,2.949877704,1.612783857,0.859717872,0.261828525,0.045527271,0.550228353
Robinson Lake,2012,2.788875116,1.477121255,0.747013688,0.555715973,0.093881049,0.817482733
Bruce Lake,2012,3.02201574,1.770852012,0.79031942,0.489800096,0.063356462,0.583576586
Tippecanoe Lake,2012,2.800029359,1.342422681,0.743900467,1.143265052,0.077381063,1.167809453
Whitewater Lake,2012,3.133538908,1.672097858,0.879647618,0.257741138,0.091325555,0.556302501
Heritage Lake,2012,2.88422877,1.77815125,0.888108924,0.194794011,0.093494364,0.661181443
Lake James,2012,2.747411808,1.230448921,0.788079644,0.889518208,0.043831139,1.080519597
Round Lake,2012,0,0,0.7516392,1.019779159,0.045246626,0
Monroe Lake,2012,2.57634135,1.447158031,0.90908792,0.220509762,0.012189909,0.330993219
Woodland Lake,2012,2.745855195,1.230448921,0.911548186,0.158362492,0.029421185,0.550228353
Strakis Lake,2012,3.091666958,1,0.989471342,0.479513962,0,0.492915522
Bartley Lake,2012,2.86569606,1.653212514,0.750408065,1.136620638,0.071730866,0.477121255
Lake Wildwood,2012,2.931457871,1.929418926,0.888753269,0.10720997,0.015009947,0.071882007
Lake Lemon,2012,2.924795996,1.73239376,0.913215799,0.199559213,0.014917841,0.477121255
Kuhn Lake,2012,2.790285164,1.51851394,0.75398179,1.48042759,0.042716773,0.552668216
Tipsaw Lake,2012,2.632457292,1.301029996,0.91448942,0.192636693,0.03760342,0.489802286
Daredevil Pit,2012,2.485721426,0.954242509,0.874961456,0.176091259,0.029136073,0.78055732
Lake Hollister,2012,3.075911761,1.591064607,0.97304085,0.53529412,0.041119537,0.660391098
Unnamed,2012,2.475671188,1.505149978,0.906381592,0.174112693,0.021752952,0.556302501
Hopewell Drain,2012,3.183269844,2.100370545,0.9160345,0.107613003,0.070198722,-0.455931956
Loon Lake,2012,2.922725458,1.505149978,0.739938053,0.619000641,0.094663832,1.092720645
East Lake,2012,3.15136985,2.033423755,0.793854606,0.796574333,0.063589393,0.012234456
Yellowwood Lake,2012,2.456366033,1.397940009,0.924021477,0.222879893,9.18535E-05,0.550228353
Unnamed,2012,3.353531559,2.614897216,0.82082174,0.370656825,0.097102379,-0.568636236
Sylvan Lake,2012,2.880241776,1.716003344,0.761356689,1.136488857,0.051486089,0.417056299
Sunset,2012,2.591064607,1.146128036,0.873144016,0.152288344,0,0.610853656
Stout Lake,2012,3.116939647,2.173186268,0.881723288,0.202096783,0.11360862,0.22184875
Stanton Lake,2012,2.905256049,1.255272505,0.743353184,1.748653093,0.01487374,0.477121255
Echo Lake,2012,2.72427587,1.602059991,0.888266072,0.186208618,0,0.190331698
Eagle Creek Reservoir,2012,2.999565488,1.886490725,0.858104069,0.394602084,0.09917491,0.606967326
OBlennis Lake,2012,2.813580989,1.278753601,0.791154705,0.390935107,0.07608436,0.555094449
JC Murphy Lake,2012,3.10754913,2.053078443,0.851851091,0.301468697,0.030569322,-0.22184875
Hidden Valley Lake,2012,2.532754379,1.531478917,0.914392208,0.222716471,0.000334546,0.408663874
Wabee Lake,2012,3.048053173,1.079181246,0.74166147,0.653949766,0.076579967,0.817069316
Unnamed,2012,2.671172843,1.255272505,0.846622147,0.127680545,0.035643842,0.742051458
Unnamed,2012,0,0,0.778762523,0.908752041,0.06602239,0
Shekinah Lake,2012,3.819609733,2.983626287,0.874526005,0.398119698,0.104319595,0.049218023
Timber Lake,2012,2.791690649,1.698970004,0.8159872,0.103803721,0.05302314,0.419129308
Unnamed,2012,0,0,0.785299918,1.089521343,0.020729485,0
Sylvan Lake,2012,3.18920949,2.620136055,0.870330648,0.184750947,0.118893599,-0.602059991
Muncie Lake,2012,2.8876173,1.812913357,0.749248854,0.692037544,0.079246977,0.330993219
South Twin Lake,2012,2.685741739,1.204119983,0.775398364,1.247130868,0.045763912,0.814996308
Round Lake,2012,2.456366033,1.079181246,0.781506058,0.971624652,0.062460325,0.480326395
Unnamed,2012,3.288696261,2.170261715,0.899186965,0.158362492,0.097122269,-0.079181246
Somerset,2012,2.545307116,1,0.927555945,0.322508829,0,0.550228353
Syracuse Lake,2012,2.773786445,1.255272505,0.740419293,1.096800141,0.056225016,0.657215256
West Otter Lake,2012,2.729974286,1.505149978,0.781073895,0.65411072,0.08009463,0.556302501
French Lake,2012,3.413467413,1.806179974,0.861175889,0.139879086,0.084727934,0.550228353
Sable Oaks Lake,2012,2.980457892,1.707570176,0.912960637,0.152288344,0.117914072,-0.08795517
Unnamed,2012,3.301897717,2.904174368,0.502526657,0.371067862,0.060162262,-0.3265841
Clark County State Lake,2012,2.947433722,1.73239376,0.382506918,0.203176666,0.081349397,0.408663874
Sherwood Lake,2012,2.703291378,1.462397998,0.52819566,0.361727836,0.060427783,0.330993219
Kingman County State Lake,2012,3.149219113,2.281033367,0.46875735,0.159831193,5.75644E-05,-0.477121255
Bee Creek Lake,2012,3.010723865,1.982271233,0.556861425,0.241507053,0.083386753,0.041392685
Unnamed,2012,2.567026366,1.462397998,0.492955832,0.480217288,0.000496099,-0.124938737
Atchison County Park Lake,2012,3.077367905,2.418301291,0.550726822,0.336459734,0.116390688,-0.425968732
Happy Hollow,2012,2.798650645,1.681241237,0.551589535,0.425655797,0.055987508,0.079181246
Unnamed,2012,2.808885867,1.838849091,0.529213406,0.298853076,0.055006221,-0.204119983
Waconda Lake,2012,2.728353782,1.785329835,0.370219986,0.200461079,0.064152973,0.78055732
Unnamed,2012,2.831869774,2.017033339,0.546327313,0.43320418,0.016958605,-0.124938737
Wyandotte County Lake,2012,2.491361694,1.230448921,0.57265009,0.337372088,0.01826206,0.848732325
Unnamed,2012,3.32858345,2.658964843,0.62398098,0.331429021,0.127551794,-0.477121255
Lake Annabel,2012,2.986323777,1.662757832,0.582761994,0.357479058,0.11025336,0.012234456
Unnamed,2012,2.51851394,1.113943352,0.529017689,0.212187604,0.001564047,0.22184875
COWLEY COUNTY LAKE,2012,2.889861721,1.857332496,0.518894244,0.474636223,0.002686818,0.330993219
HARVEYVILLE LAKE,2012,2.783188691,1.579783597,0.541933843,0.361727836,0.057664649,0.316269962
MURRAY GILL LAKE,2012,2.517195898,1.414973348,0.553687137,0.368685343,0.019920999,0.325163675
Cannon Creek Lake,2012,2.136720567,1.230448921,0.682480157,0.322219295,0,0.993138217
Pennyrile Lake,2012,2.579783597,1.414973348,0.756853499,0.20959621,3.56264E-05,0.330993219
Greenbo Lake,2012,2.222716471,1.361727836,0.855827285,0.245515024,0.001772697,0.549003262
Reelfoot Lake,2012,3.397766256,2.684845362,0.739775745,0.086359831,0.008949251,-0.77815125
Unnamed,2012,2.915927212,1.707570176,0.748918277,0.18436995,0.065508469,0.496278288
Nolin Lake,2012,3.137986733,1.414973348,0.811594149,0.179719016,0.069565423,0.87666679
Lake Peewee,2012,2.619093331,1.431363764,0.742460113,0.114708479,0.048671726,0.40010607
Unnamed,2012,2.889861721,1.880813592,0.895589614,0.236234677,0.105500775,0.319254816
Warren Jones estate pond,2012,3.098643726,2.201397124,0.733406596,0.117604114,0.062924943,-0.283996656
Guist Creek Lake,2012,3.013258665,1.982271233,0.848823182,0.195884136,0.105858478,0.552668216
Lake Rodemacher,2012,2.731588765,2.053078443,0.868146181,0.351095786,0.000537218,0.208620484
Unnamed,2012,2.850646235,2.334453751,0.768332063,0.318029597,0.078472438,0.056904851
Lake Bistineau,2012,2.840106094,1.826074803,0.739888061,0.251501377,0.008096092,0.079181246
Cotile Lake,2012,2.555094449,1.838849091,0.820855328,0.348681156,0.001246108,-0.204119983
Horseshoe Lake,2012,3.229169703,2.041392685,0.678390806,0.247973266,0.062422841,-0.124938737
Unnamed,2012,3.140193679,2.599883072,0.686815848,0.139686979,0.086911666,-0.279840697
Grand Lake,2012,2.900913068,2.298853076,0.786556187,0.610236534,0.097031809,0.037426498
Unnamed,2012,3.977769318,3.489395922,0.74738861,0.18088607,0.018582523,-0.77815125
Crooked Creek Reservoir,2012,2.850646235,1.662757832,0.797092057,0.226159401,0.004919035,0.071882007
Unnamed,2012,3.815909651,3.02325246,0.830512356,0.285646614,0.024442218,-0.698970004
Unnamed,2012,2.549003262,1.380211242,0.777956199,0.205475037,0.011865876,0.041392685
Unnamed,2012,2.789580712,1.748188027,0.7658916,0.260071388,0.065370302,0.40654018
City Park Lake,2012,3.289811839,2.631443769,0.935459906,0.104801231,0,-0.77815125
Dicks Pond,2012,2.352182518,1.568201724,0.777642967,0.103803721,0.005748195,0.264454549
Norton Reservoir,2012,2.589949601,1.176091259,0.660729101,0.281254651,0.002080082,-0.22184875
Buckley Dunton Lake,2012,2.597695186,1.204119983,0.680879331,0.496480256,0,0.029963223
Long Pond,2012,2.86923172,1.414973348,0.6244352,0.260039357,0.003399541,0.547774705
Tully Lake,2012,2.5132176,1.397940009,0.59769653,0.828380926,0.001498101,0.455292817
Shaw Pond,2012,2.445604203,1.146128036,0.638163069,0.252853031,0,0.208620484
Unnamed,2012,2.67669361,1.69019608,0.72062969,0.238123102,0.01923101,-0.425968732
Lake Lorraine,2012,2.418301291,0.903089987,0.606974667,0.214843848,0,0.660391098
Norwich Pond,2012,2.378397901,1.146128036,0.60538796,0.214843848,4.06741E-05,0.814164326
Besse Bog Reservoir,2012,2.352182518,1.477121255,0.684183495,0.105061191,0.002820211,0.079181246
Lake Habeeb,2012,2.340444115,0.84509804,0.779823253,0.222619241,0.012549708,0.7224511
Lake Kittamaqundi,2012,2.949877704,1.913813852,0.693743612,0.175396679,0.021124131,-0.37675071
Lake Louise,2012,2.434568904,0.77815125,0.957062772,0.188441724,0.017154122,0.007178585
