LAKENAME,Year,NTL,PTL,Tot_Sdep,OmWs,AgKffactWs,Depth
Flanagan Reservoir,2007,2.264817823,1.041392685,1.040730571,0.2026229,0.008324916,1.591064607
Magic Reservoir,2007,2.383815366,0.954242509,0.264631987,0.338524431,0.00229905,1.181843588
Union Pond,2007,3.432969291,2.499687083,0.98409149,0.539445533,0.009082124,0.662757832
Blue Lake,2007,3.690018781,2.771587481,0.873102229,0.078669609,0.096418853,-0.045757491
S. Line Reservoir,2007,2.704150517,2.025305865,0.112832374,0.093697991,0.005559583,0
Bass Lake,2007,3.062205809,1.477121255,1.168546675,0.287913577,0.001475507,0.880813592
,2007,3.238046103,2.770852012,0.720603664,0.371067862,0.060162262,0.491361694
Haskell Lake,2007,2.946943271,1.672097858,0.63293351,1.145507779,0,0.505149978
Lake Allatoona,2007,2.26245109,0.77815125,1.038976015,0.161685098,0.008007088,1.247973266
Banks Lake,2007,2.914871818,1.62324929,0.80330556,0.127570033,0.013386108,0.255272505
Mutske,2007,3.583085366,2.413299764,0.621835694,0.373561073,0.029550448,0.380211242
West Twin Lake,2007,1.986771734,0.301029996,0.373203204,0.401591727,0,1.462397998
Lake Lowell,2007,2.558708571,1.361727836,0.493171693,0.20574207,0.101293087,0.949390007
Lake Somerville,2007,3.005609445,1.959041392,0.774807018,0.26151995,0.046944268,0.903089987
Schnur Lake,2007,2.850646235,1.204119983,0.669590367,1.287129621,0.007884665,0.86332286
,2007,3.339451441,2.515873844,0.962420047,0.149219113,0.019229854,0.361727836
Lake Thonotosass,2007,3.523095838,2.380211242,0.890121757,0.205949043,0.006884411,0.591064607
Long Pond,2007,2.740362689,1.079181246,0.925157576,0.260039357,0.003399541,0.812913357
Lake Kegonsa,2007,2.95616843,1.73239376,0.927742158,0.681471602,0.066661755,0.954242509
Cooper Creek Reservoir,2007,2.414973348,0.954242509,0.338911025,0.43034926,3.39982E-05,1.204119983
McGill,2007,2.684845362,1.176091259,0.635290032,0.280347602,0,0.462397998
Upper Lake Mary,2007,2.710963119,1.612783857,0.386509565,0.14741923,0,0.612783857
Gantt Reservoir,2007,2.411619706,1.380211242,0.927487986,0.165423831,0.009819201,0.763427994
Campbell Lake,2007,2.86569606,0.903089987,1.02839889,0.711308215,0.07081382,1.045322979
Lake Victoria,2007,2.706717782,1.230448921,0.620265494,0.606058786,0.051953402,1.149219113
Mogadore Reservoir,2007,2.798650645,1.643452676,1.313226271,0.577486306,0.066078184,0.653212514
Lake Pana,2007,3.105510185,1.698970004,0.988155342,0.29582848,0.103777061,1.029383778
Van Patten Lake,2007,1.748188027,0.301029996,0.251296659,0.354108439,0,1.11058971
Berry Lake,2007,2.790285164,1.079181246,0.705147317,0.460005163,0.0163243,0.826074803
Lake Isabel,2007,2.899820502,1.612783857,0.357817885,0.083154559,0,0.633468456
Dewey Lake,2007,2.8876173,0.954242509,0.645627817,0.673023124,0,0.397940009
La Cygnes Lake,2007,2.873320602,1.653212514,0.838422793,0.304435249,0.05364815,0.903089987
,2007,3.832572775,2.460897843,0.746719729,0.390935107,0.086013418,0.322219295
Lonetree Reservoir,2007,2.352182518,1.278753601,0.310099761,0.216970785,0.050472465,0.826074803
Strawberry Reservoir,2007,2.658011397,1.342422681,0.444211514,0.318472189,1.43278E-05,1.361727836
Bayley,2007,2.868056362,1.698970004,0.251836068,0.204119983,0.000734781,0.681241237
Clear Lake,2007,3.934700402,2.544068044,0.598450238,0.171611883,0,0.146128036
Lake Alpine,2007,1.982271233,1,0.324936892,0.503811208,0,0.812913357
Henry's Lake,2007,2.669316881,1.380211242,0.401956165,0.205376446,0.000107443,0.748188027
Lake Purdy,2007,2.463892989,1.113943352,1.148440382,0.161565926,0.010511136,0.959041392
McLeod Lake,2007,2.844477176,1.361727836,0.624394557,1.152899596,0,0.255272505
HUDSON POND,2007,2.748188027,1.322219295,0.73724267,0.790747537,0,0.380211242
Clear Lake,2007,2.045322979,0.77815125,0.64525122,0.806280511,0,1.342422681
Whitman Lake,2007,3.202488317,2.636487896,0.524171423,0.316559955,0.083462654,0.792391689
Strakis Lake,2007,3.189490314,0.954242509,1.257859914,0.479513962,0,0.929418926
Lackawanna Lake,2007,2.779596491,1.361727836,1.193486978,0.291236643,0.04702486,0.73239376
Back Lake,2007,2.409933123,1.113943352,0.832727753,0.475817973,0,0.544068044
,2007,3.819807065,2.791690649,0.548233602,0.496172353,0.059258557,0
Mott Lake,2007,1.939519253,0.301029996,0.823327616,0.1430148,0,0.531478917
Twin Lakes,2007,2.580924976,1.301029996,0.452685515,0.270637317,0,0.633468456
Horseshoe Lake,2007,3.35679046,2.330413773,0.987205454,0.389104402,0.020304626,0.255272505
Plainfield Pond,2007,2.387389826,0.602059991,1.124727839,0.507855872,0,0.431363764
Mann Lake,2007,3.270678836,2.178976947,0.205973931,0.263395637,0.011469787,0.505149978
Hosmer Lake,2007,2.665580991,1.72427587,0.426065372,0.529722007,0,0.491361694
Lake Nokomis,2007,2.803457116,1.146128036,0.988371719,0.364815168,0.000472094,0.602059991
Hulls Lake,2007,2.397940009,1,1.307409584,0.197924781,0.005304976,0.672097858
Fanny Lake,2007,3.128399269,2.089905111,0.592421483,0.474441583,0.075535543,0.041392685
Big Battlement Lake,2007,2.298853076,1.146128036,0.455661783,0.132417539,0,1.130333768
Slatersville,2007,2.681241237,1.204119983,0.979969519,0.549290528,0.004039164,0.681241237
,2007,2.800717078,1.380211242,0.601367508,0.10720997,0.01463695,0.826074803
Kerckhoff Lake,2007,1.903089987,0.698970004,0.280298401,0.362061602,0,0.698970004
,2007,2.919078092,2.403120521,0.697796262,0.329508666,0.057362814,0.602059991
,2007,3.605843539,2.10720997,0.557591118,0.237345606,0.037655884,0.544068044
Trout Lake,2007,3.396722279,2.307496038,0.780110912,0.52476117,0.008494578,0.322219295
Dick's Pond,2007,2.481442629,1.342422681,1.093664331,0.103803721,0.005748195,0.69019608
Bunkick Lake,2007,2.719331287,1.875061263,0.898105495,0.254267898,0.024623097,0.812913357
Diamond M Ranch Lake,2007,2.621176282,1.176091259,0.754551753,0.370281981,0,0.653212514
Boca Reservoir,2007,2.1430148,0.903089987,0.20508105,0.43414247,0,1.041392685
Button Rock Reservoir,2007,2.093421685,0.698970004,0.577241163,0.172421848,1.51962E-05,1.662757832
White Lake,2007,3.271841607,2.790285164,0.54843843,0.428324408,0.016555209,0.113943352
Keith Sebelius Lake,2007,3.15715444,2.292256071,0.421919543,0.138863664,0.084195975,0.875061263
Swofford Pond,2007,2.645422269,1.342422681,0.378536224,0.46686762,0.013768903,0.662757832
Shell Lake,2007,3.156549151,1.397940009,0.40554609,0.163129512,0.004438727,0.255272505
Tipton Lakes,2007,2.437750563,1,1.152770381,0.107834271,0.030439934,0.86332286
Upper Dan Forth Ponds,2007,2.307496038,0.84509804,0.823708374,0.521474691,0.001545861,0.740362689
Lake Isabella,2007,3.570893036,2.283301229,0.621114455,0.393510007,0.043918608,0.544068044
Harper Lake,2007,3.087071206,1.255272505,1.09777081,1.019713403,0.099821025,0.84509804
Upper Pahranagat Lake,2007,2.997386384,1.462397998,0.197503616,0.21577223,0.001677169,0.230448921
Island Pond,2007,2.350248018,0.602059991,0.987808349,0.456637654,0,1.146128036
Long Lake,2007,2.609594409,0.77815125,0.778950891,0.930315246,0.034558817,0.924279286
,2007,3.09482038,2.004321374,0.830905063,0.322219295,0.093078853,0.531478917
Wrights Pond,2007,2.667452953,1.707570176,1.021269287,0.15575308,0.020747925,0.301029996
Ocoee Lake,2007,2,0.301029996,1.02326368,0.22544587,0.004047001,1.421603927
Cassadaga Lake,2007,2.565847819,1.204119983,1.383361994,0.327980347,0.027607901,1.123851641
Wallum Lake,2007,2.401400541,0.602059991,0.965853057,0.593768404,0.000819665,1.365487985
,2007,3.345765693,3.043362278,0.617743781,0.250420002,0.054193767,0.397940009
Lake Duncan,2007,2.514547753,0.602059991,0.730703042,0.265689511,0.003049096,0.812913357
Okamanpeedan,2007,3.618466492,2.557507202,0.686664456,0.557078243,0.082894845,0
Cottonwood Lake,2007,3.595606435,2.423245874,0.642842508,0.369824713,0.066157603,0.544068044
Ogallala Lake,2007,3.142076461,1.770852012,0.356790068,0.202264606,0.010371723,1.017033339
Stoughton Lake,2007,2.705863712,1.477121255,1.62863191,0.182145215,0.043338104,0.176091259
Spiritwood Lake,2007,3.223755454,1.612783857,0.518688647,0.245610055,0.088730157,1.204119983
Cave Lake,2007,2.58546073,1.230448921,0.322900449,0.383131489,0.00084764,0.740362689
Tempe Lakes,2007,3.163161375,1.462397998,0.357784722,0.121904543,0.00026471,0.477121255
Lookout Lake,2007,2.794488047,1.322219295,0.66290042,0.459392488,0.009919793,0.662757832
Soil Conservation Service Site 5 Reservoir,2007,2.755874856,1.278753601,0.572281362,0.466006519,0.019810248,0.662757832
Lake Eli,2007,3.592953572,3.188647296,0.590355068,0.297444398,0.076415546,0.146128036
Lake Tranquility,2007,2.86332286,1.544068044,1.199400242,0.80084731,0.020576286,0.544068044
Vesper Lake,2007,2.64738297,0.903089987,0.678523663,0.865805617,0,0.977723605
Lake Lorraine,2007,3.278067331,2.913813852,1.185691837,0.485305269,0.111850432,0
Red Rock Lake,2007,3.418632687,1.204119983,0.11280262,0.179296562,0.151436441,0.875061263
Lake Lewisville,2007,2.881384657,1.681241237,0.759871835,0.27576962,0.041331694,1.301029996
Flat Top Lake,2007,2.532754379,1.301029996,1.240098982,0.223867331,0.035635599,0.880813592
Freemont Lake,2007,1.963787827,0.602059991,0.440592077,0.133651704,1.17602E-05,1.681241237
Bassett Lake,2007,2.622214023,1.397940009,0.243660882,0.321917517,0.001745948,0.204119983
Wallace Pond,2007,2.558708571,1.278753601,1.011691745,0.509899172,0.002035252,0.380211242
Beardsley Pond,2007,2.878521796,1.716003344,1.070447443,0.611182396,0.021807191,0.740362689
Turtlehead Pond,2007,2.631443769,1.322219295,0.842901477,0.46686762,0,0.698970004
Lynn Lake,2007,3.177824972,2.709269961,0.564227469,0.433992358,0.049948357,0.77815125
Pennock,2007,3.242789809,2.103803721,0.793844569,0.311753861,0.080297145,0.447158031
Fools Hollow Lake,2007,2.737987326,1.146128036,0.537484992,0.229552387,0.000658137,0.991226076
Johnson Lake,2007,3.088136089,1.716003344,1.116285227,0.53529412,0.081181398,0.954242509
Lake Warren Hood,2007,2.553883027,1.079181246,0.786741635,0.129641148,0.000310931,0.716003344
McMath Millpond,2007,2.431363764,1.602059991,0.864336262,0.113984381,0.026482121,0.462397998
Burgess Falls Lake,2007,3.453624074,2.51054501,0.983333012,0.152386754,0.044040561,0.146128036
Half Moon Lake,2007,2.521138084,0.903089987,0.707379057,0.658587114,0.025236371,1.26245109
Bluestem Lake,2007,2.491361694,1.361727836,0.808923595,0.296157849,0.001838588,1.041392685
Newcastle Reservoir,2007,3.000867722,1.949390007,0.288206209,0.103393926,0.00068882,0.633468456
Waneka Reservoir,2007,2.7355989,1.380211242,0.306481214,0.206825876,0.006897919,0.755874856
Unnamed Lake,2007,4.192121222,3.208978517,0.593885239,0.292256071,0.05188146,-0.22184875
Table Rock Reservoir,2007,1.653212514,0.698970004,0.996798331,0.223199244,0.000573743,1.301029996
Glenns Lake,2007,2.021189299,0.301029996,0.494763384,0.239816045,2.84063E-05,0.929418926
Saguaro Lake,2007,2.766412847,1.380211242,0.468466874,0.16761723,2.02874E-05,1.380211242
Ganado Lake,2007,3.07371835,1.716003344,0.404530963,0.106385526,0,0.361727836
Carey Lake,2007,3.164650216,2.041392685,0.194946948,0.281422573,0.006860778,0.477121255
Heart Lake,2007,1.857332496,1.146128036,0.533904056,0.328379603,0,1.414973348
Ski Lake,2007,2.294466226,0.954242509,1.016051415,0.172046314,0.004729475,0.579783597
Willow Reservoir,2007,2.942504106,1.602059991,0.633624359,1.172197663,0.000674953,0.69019608
Grand Lake St. Marys,2007,3.553033016,2.597695186,1.171363763,0.480624046,0.093846664,0.342422681
Ozette Lake,2007,2.278753601,0.77815125,0.648092699,0.658370608,0,1.64246452
Rockport Reservoir,2007,2.687528961,1.301029996,0.437952213,0.314241973,0.00786185,1.371067862
Eureka Lake,2007,3.043362278,1.653212514,0.595655825,0.347180405,0.010736078,0.612783857
Jean Neustadt,2007,2.684845362,1.505149978,0.715426737,0.371525341,0.043405046,0.968482949
Lake Townsend,2007,2.672097858,1.505149978,0.91184814,0.151617058,0.022205666,0.763427994
Tichigan Lake,2007,2.960946196,1.531478917,0.928220167,0.805625313,0.045958024,1.278753601
Coralville Lake,2007,3.824321125,2.348304863,0.857515656,0.491409605,0.087481398,0.968482949
Fox Lake,2007,2.8162413,1.079181246,0.652432105,1.069668097,0,0.86332286
Atwood Lake,2007,2.650307523,1.568201724,1.413143805,0.182212118,0.043299226,0.792391689
Neegronda Reservoir,2007,2.988558957,1.079181246,0.418811953,0.112680214,0.027908232,1.049218023
Crystal Lake,2007,3.173186268,2.004321374,0.938848201,0.157732387,0,0.462397998
Cap Mauzy Lake,2007,3.07371835,1.792391689,1.0693628,0.143442815,0.0230726,0.633468456
Lake Greeley,2007,2.681241237,1.653212514,1.161095961,0.267438407,0.000291761,0.204119983
Smith Reservoir,2007,1.944482672,1.643452676,0.442989336,0.647961504,0,1.627365857
South Dry Wood Lake,2007,3.730701544,2.610660163,0.618697247,0.441076618,0.082127983,0.079181246
Santa Fe Lake,2007,3.053078443,2.442479769,0.725939543,0.527642505,0.043371687,0.431363764
Soldiers Annex,2007,2.63748973,2.152288344,0.437307903,0.179991129,0,0.73239376
Martin Lake,2007,3.536810866,1.477121255,0.881267335,0.755874856,0.077545249,1.071882007
Pine Lake,2007,2.857935265,1.230448921,1.048614138,0.539096584,0.023946646,0.799340549
Imperial Rerservoir,2007,2.943988875,1.176091259,0.143311927,0.130333768,0.077140912,0.568201724
West Leaf Lake,2007,2.800029359,1.278753601,0.591932329,0.322430709,0.033450443,1.176091259
O'Brien Reservoir Number 1,2007,3.165541077,2.130333768,0.435958995,0.206361738,0.064001843,0.491361694
Phillips Reservoir,2007,2.710963119,1.633468456,0.190780589,0.368531808,0.001210681,1.064457989
Corona Lake,2007,2.937517892,3.142076461,0.19238601,0.183220896,0.012362765,0.812913357
Willow Creek Reservoir,2007,2.607455023,2.311753861,0.204560912,0.35577411,0.000258319,0.447158031
Aspen Lake,2007,2.653212514,0.954242509,0.684213144,0.588831726,0,0.929418926
Oliver Reservoir,2007,3.056142262,2.127104798,0.362146707,0.238923032,0.024817759,0.414973348
Leesville Lake,2007,2.482873584,1.176091259,1.432932772,0.173263868,0.038274787,1.021189299
Lyman Lake,2007,2.716837723,2.376576957,0.474297387,0.171286482,5.11197E-05,0.301029996
,2007,3.650598898,2.695481676,0.585228873,0.240805598,0.030343513,0.322219295
Forbes Lake,2007,2.845718018,1.69019608,1.028047112,0.220301401,0.094016175,0.913813852
Browns Lake,2007,3.205204364,2.133538908,0.957536875,0.261048288,0.075825456,0.431363764
Marlette Lake,2007,2.555094449,1.113943352,0.220204361,0.309630167,0,1.008600172
Phelps Lake,2007,2.049218023,0.301029996,0.590554803,0.139894545,0,1.681241237
Soper Pond,2007,2.843855423,1.041392685,0.73604825,0.946271602,0,0.447158031
Peaked Mountian Pond,2007,2.235528447,1.041392685,0.872765659,0.679531233,0,1.029383778
,2007,3.149527014,2.012837225,0.579053266,0.314386462,0.05939916,0.230448921
Cripple Creek #2,2007,2.376576957,1.230448921,0.522030168,0.511726347,0,0.939519253
Little Big Wood Pond,2007,2.389166084,0.698970004,0.775706381,0.642157554,0,1.352182518
Falls Lake,2007,2.532754379,0.903089987,0.875322792,0.168541086,0.024033352,0.84509804
McKeel Lake,2007,4.15839265,2.651278014,0.497677815,0.173186268,0,0.146128036
Lake Mead,2007,3.06483222,0.301029996,0.34748324,0.18439838,0.002510443,1.290034611
Atkins Lake,2007,2.403120521,0.698970004,0.667519447,1.00716486,0,1.342422681
Pelican Lake,2007,2.698100546,1.278753601,0.221275144,0.05069834,0.057265241,0.477121255
Georgetown Lake,2007,2.550228353,1.176091259,0.373973759,0.184575522,0.000160346,0.944482672
Winnisquam Lake,2007,2.243038049,0.698970004,0.835745756,0.439398669,0.00227016,1.591064607
Beulah Reservoir,2007,2.889861721,2.136720567,0.197701537,0.378319174,0.000657355,0.86332286
Waldo Lake,2007,0.77815125,0.301029996,0.396385231,0.545307116,0,1.653212514
Fish Lake,2007,3.078819183,1.568201724,0.748925415,1.130270988,0.053132731,0.934498451
Muskegon Lake,2007,2.716003344,1.544068044,0.875106512,0.88683372,0.016838654,1.278753601
Winters Creek Lake,2007,2.938019097,1.579783597,0.306364861,0.220774272,0.008114102,0.322219295
Long Lake,2007,2.487138375,0.84509804,0.627411034,0.374748346,0.003402842,1.361727836
Blue Ridge Lake,2007,1.973127854,0.77815125,1.045145708,0.231761027,0.002599773,1.5289167
West Alkali Reservoir,2007,3.152288344,2.719331287,0.370704996,0.20558356,0.009946233,0.447158031
Knowlton Pond,2007,2.742725131,1.491361694,0.984492659,0.626185672,0.010739963,0.322219295
Boysen Reservoir,2007,2.371067862,1.322219295,0.306704955,0.173193274,0.004177512,1.29666519
Granite Springs Reservoir,2007,2.460897843,1.041392685,0.419793496,0.237632383,0,1.330413773
Upper Dog Run,2007,2.442479769,0.954242509,1.314216604,0.152288344,0,0.857332496
Long Lake (Main Bay),2007,2.709269961,1.278753601,0.615193585,1.017245049,0.000109219,0.77815125
Blue Lake,2007,2.278753601,1.079181246,0.364314139,0.35596693,0,0.77815125
Porcupine Reservoir,2007,2.281033367,0.84509804,0.43594569,0.362266217,0.000139393,1.51851394
Lake Wanalain,2007,3.300812794,3.007320953,0.545631982,0.271180251,0.103139173,0.146128036
Little Clear Lake,2007,3.550717423,2.164352856,0.710480736,0.599883072,0.053100659,0.079181246
Willow Lake,2007,2.149219113,0.602059991,0.338255512,0.132823203,0,1.653212514
Prairie Creek,2007,2.896526217,1.740362689,1.19252675,0.380652516,0.097524656,0.929418926
Lake Rolla,2007,2.972665592,2.792391689,0.776642068,0.31386722,0.093151745,0.301029996
Fence Lake,2007,2.008600172,0.698970004,0.704484088,1.126456113,0,1.204119983
Stockade,2007,2.979092901,1.838849091,0.507034877,0.22634721,0.003434699,0.851258349
Sugar Creek Lake,2007,2.965671971,2.247973266,1.110321476,0.152288344,0.05546928,0.322219295
Miles Pond,2007,2.396199347,0.84509804,0.779423665,0.307496038,0,1.217483944
Whitegrass-Waterhole Creeks Site 9 Reservoir,2007,2.943988875,2.064457989,0.777526224,0.146128036,0.085976472,0.176091259
Lake Hennington,2007,2.271841607,0.903089987,0.912899168,0.123851641,0.005700933,0.716003344
Fish Lake,2007,3.255513713,1.612783857,1.113565014,0.441841259,0.059828149,0.973127854
Crow Wing,2007,2.982723388,1.612783857,0.616077139,0.763301981,0.015125925,0.755874856
Little Simer Pond,2007,2.741939078,0.301029996,0.920941556,0.496721533,0,1.541579244
Highland Lake,2007,2.33243846,0.77815125,0.99915641,0.529422818,0.001056705,0.897627091
Lewis Lake,2007,2.653212514,1,0.331076176,0.181843588,0,0.176091259
Beebe Lake,2007,2.311753861,0.698970004,0.877359643,0.390935107,0.001088704,1.120573931
Vaughn Pond,2007,2.620136055,1.397940009,0.831507225,0.190089988,0.004536987,0.380211242
,2007,3.186673867,2.57863921,0.322862201,0.206825876,0.048884177,0.301029996
Round Lake,2007,2.720159303,1.113943352,1.093485079,0.162043331,0.026605022,0.913813852
Little River Reservoir,2007,2.629409599,1.612783857,1.014520786,0.156450883,0.024929222,0.176091259
